Coal_Rate,RPM,Moisture,Feed_Temp,Nickel_Grade
1975.819104884674,0.7260785799940997,13.952818193794743,128.42186915590167,96.34
2315.088257094889,2.4402534692560636,25.31931829484906,365.0450819307664,87.3
1717.6330623109136,2.2168870779354877,16.077206083911907,362.4898067108955,91.56
1464.533866821424,1.0474769563768607,30.596715657840523,124.12195901023364,86.7
2421.1968940336014,2.186602516979676,30.62449102759897,427.20323731746896,85.38
1429.504098631754,0.5690444254329554,7.474917994046701,121.0113924832593,99.97
2191.5772290205787,1.3131457148272974,36.32903943156508,373.12868569740914,83.96
1553.5027156846104,0.7478128280782536,18.630565656996517,265.62161355443186,93.87
1930.166751943566,0.5445724115789838,14.249908200172548,419.59110523857674,96.7
1371.634015654027,1.2252579005268427,23.211525106814822,103.90216224033404,89.87
926.7316854606145,0.7700822803259572,21.464699761324994,422.89235719053283,92.05
2299.1696188917017,0.6225174012075774,22.81418388731972,362.2663995851494,92.07
2083.551364044662,1.393855966364592,10.437643633834748,154.81330099404244,96.55
2335.621407260699,2.196531028308759,19.249077912350664,353.34570357666394,90.81
1904.5008898777542,2.3785035016873373,17.62493174174341,279.96268206017464,89.85
2244.129729668458,0.4201783847818811,42.11253311643985,135.21157941335943,82.17
2202.146661759662,1.2533994240958268,29.76573959366437,201.02030549757592,87.04
1353.0692661804924,1.8157342779424948,41.529212033147836,422.954909187085,79.27
1439.3992077413845,0.956367489935265,32.690069176432154,376.52865773665917,86.15
2012.0986663019935,1.4900496287233942,33.89019760148335,265.11062265760097,84.43
1897.1962704963653,0.6729406452123261,28.030320165242102,285.4521876646809,89.19
1299.9790960340106,0.6173652394596152,37.506356934808096,471.682825446198,84.4
2270.5475119388193,0.9843661507525883,27.431108030004985,439.4773108291047,89.22
1350.4953561988336,1.165940226237549,26.19320063037862,121.56608978722873,88.42
1491.721666264546,1.122213018452871,12.862140559909307,237.0972417479023,95.79
1052.887544283043,0.5059577425422707,34.45481486319669,439.9003271271719,86.11
1930.2476964837554,1.1153130875235535,23.040248260623365,305.0364562714914,91.06
1756.3548934605328,1.0093701884920778,35.32387961838488,120.62633264685418,84.62
2142.5619068051456,2.2122455492783946,40.678169358020774,138.0015415440334,79.35
1959.8746927940122,2.2632594688743612,10.152192750123955,102.2906731217669,93.4
2435.731255478932,2.2865214059854577,12.464252018604153,442.0506587589462,94.29
1235.1621122302854,2.1391304869385372,30.20291089248437,217.2171011990468,72.06
1773.2993724280318,0.9814962106138916,10.266767156431289,155.37450175501144,97.63
1008.137714486437,1.4743668479903551,5.186506516393732,360.9442687623131,97.5
1815.342344348314,2.419999099786745,42.20140331051208,190.96644022366854,74.34
1680.1120471990193,1.2530892494500334,16.472652058173484,106.57041327013555,93.42
2217.913387728485,0.9905324831518636,12.053361697068588,272.1446796656805,96.96
1054.7242163605556,1.4886064063833035,23.78527215437982,373.4664574908338,88.28
1211.8298822462211,2.3232615597955153,10.281265874338725,107.71869480849716,63.76
1067.2185688060642,0.4741174764525805,9.774405121068895,200.03030206151942,98.94
1422.0509883400075,2.0245269059672752,30.991876404492583,145.93805844583838,80.79
2030.8928549844359,1.6791617057162387,34.26476861172226,155.83083825350545,83.59
2096.34342762872,1.5935718606307687,23.73149968739389,458.1193905336093,89.8
1837.131153048631,2.2849727729564115,6.898412886989718,482.58016354511676,96.63
2292.1510869818585,1.126712302210257,27.56167868267155,470.06516543462567,88.76
1612.1992110070048,2.3928684545648586,14.11795111083364,159.4680949665477,83.81
1000.5272421529788,1.023900951235622,7.994991160135427,396.77620824420165,98.1
2363.562236893259,1.4427813332242552,30.929482759714993,359.4246059374848,86.33
2496.1704599098466,1.8144062527542015,40.44325726110824,453.8469116031161,81.0
1338.3681941382015,1.7512386193498766,42.665759430856056,310.2821928049294,78.64
1165.866728731263,0.5130513633888973,39.02659707797777,343.1816043307261,83.67
2254.9355502515828,0.3081915318861769,40.47221117323956,263.344652236541,83.27
1088.5230755394082,0.8872476233476099,11.310931366008049,355.3323517684342,96.98
1487.3440790105801,0.9354303692883263,30.08805394460845,440.24212140892473,87.66
900.9470148402106,2.078741537616836,11.752883071729006,337.6612848247207,59.44
1170.2263974780114,0.6356974053042985,30.147755311932457,108.13599586753418,88.0
1397.6335929224713,1.5114034616913976,37.52762113802106,426.9905312572395,82.31
1012.2509238688239,0.33834225205444274,12.698851224927235,205.63399182290783,97.62
2193.4221847858366,1.573689339788323,24.066512909957613,349.3531641322883,89.53
974.482974912962,1.9723506708598888,11.93145782076285,219.95728540091875,68.28
1706.6200331675077,1.8208380111695417,34.43496122860295,161.12522124410407,82.96
1212.6310098672132,1.1422555757577006,34.09668187044788,204.0525673383221,84.44
